Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Cluster
23.913043,81.25,64.228571,53.072626,15.703603,26.065574,21.183801,3.428012,57.653061,70.277778,30.15873,20,10.953417,1.842417,11.467588,17.777368,8.074534,17.54386,5.038937,C1
34.782609,57.8125,51.2,44.134078,21.685928,95.901639,53.582555,4.407444,26.530612,46.111111,55.555556,25.454545,20.752151,22.796209,0.575847,17.749677,9.937888,27.231121,12.169797,C1
56.521739,40.625,66.971429,20.670391,30.183549,11.803279,8.255452,11.263467,22.44898,70.277778,12.698413,10.909091,4.838789,31.17891,15.482066,37.345394,12.42236,12.712942,13.085967,C1
78.26087,57.8125,79.542857,40.223464,23.24949,30.163934,27.725857,2.44858,59.183673,59.444444,57.142857,27.272727,0.998912,18.11019,1.809806,6.959572,3.726708,11.772184,14.338067,C1
0,34.375,61.6,35.195531,11.012916,32.131148,13.551402,18.217434,55.102041,24.444444,12.698413,21.818182,15.290278,17.091232,42.694965,47.434004,29.813665,7.271803,35.868071,C1
17.391304,62.5,77.371429,67.597765,4.96261,34.754098,8.255452,3.917728,91.836735,61.388889,22.222222,14.545455,1.822273,0.302133,26.883843,26.58298,16.149068,14.51818,27.56146,C1
56.521739,54.6875,9.942857,48.603352,35.825969,54.918033,49.53271,6.562194,67.346939,33.888889,12.698413,18.181818,12.429532,3.163507,3.471537,16.374377,15.52795,13.679125,6.19942,C1
32.608696,76.5625,83.428571,88.826816,13.664174,48.688525,17.601246,1.273262,51.020408,59.444444,20.634921,7.272727,2.096726,12.523697,2.945048,13.079195,6.21118,7.856598,20.705451,C1
28.26087,45.3125,74.742857,69.273743,23.24949,11.311475,17.445483,2.938296,61.22449,51.388889,15.873016,7.272727,6.211057,1.001185,2.945048,11.519291,16.770186,18.764302,2.504199,C1
45.652174,73.4375,46.285714,45.251397,28.755948,33.770492,25.077882,2.546523,71.428571,35.277778,33.333333,21.818182,30.365444,8.021327,5.643304,2.252169,4.968944,7.271803,3.359291,C1
78.043478,57.8125,58.628571,40.782123,40.244731,20.655738,26.323988,7.443683,54.081633,42.222222,26.031746,16.181818,6.56216,30.586493,7.666996,11.44545,2.57764,8.110857,4.779356,C1
4.347826,43.75,63.2,42.458101,40.380693,23.606557,18.068536,26.738492,38.77551,43.333333,26.984127,20,13.149046,28.287915,51.201053,45.680266,83.850932,9.07704,64.880134,C1
8.695652,34.375,57.257143,31.843575,16.247451,38.032787,17.445483,11.65524,51.020408,21.666667,23.809524,25.454545,14.454554,17.464455,54.508062,37.105409,18.63354,12.22985,24.812949,C1
58.695652,64.0625,58.4,62.011173,42.895989,34.590164,16.199377,7.149853,55.102041,51.388889,28.571429,20,12.825141,4.111374,20.483712,11.159313,4.968944,2.72057,2.259887,C1
13.043478,65.625,70.857143,36.312849,29.57172,18.196721,4.82866,9.892262,67.346939,46.111111,30.15873,36.363636,5.387697,33.637441,13.770977,38.286875,21.118012,39.944063,29.42434,C1
45.652174,53.125,1.6,10.614525,77.43032,36.721311,33.17757,33.006856,34.693878,35.277778,58.730159,25.454545,49.255761,7.014218,50.148075,54.024368,25.465839,11.950165,13.666209,C1
43.478261,65.625,33.6,21.22905,48.878314,13.114754,21.495327,8.031342,46.938776,32.5,36.507937,21.818182,37.545742,7.588863,14.659427,13.180727,3.10559,8.466819,5.313788,C1
69.565217,65.625,67.314286,55.865922,44.255608,24.098361,13.707165,0.979432,83.673469,56.944444,9.52381,7.272727,4.289882,31.285545,0.674564,19.623408,3.26087,11.645055,3.42037,C1
56.521739,46.875,55.657143,39.106145,36.913664,22.622951,15.88785,3.036239,55.102041,40.555556,22.222222,7.272727,11.43062,19.591232,11.434682,10.125531,4.347826,16.781083,5.237441,C1
56.521739,60.9375,36.571429,48.044693,48.878314,17.868852,21.495327,5.386876,34.693878,51.388889,25.396825,12.727273,17.735634,6.013033,6.367226,10.125531,3.726708,10.831426,17.224004,C1
56.521739,53.125,43.2,24.581006,41.876275,28.360656,18.068536,2.644466,42.857143,65,46.031746,40,7.857779,1.972749,0.098717,6.018091,3.10559,14.441902,7.100321,C1
39.130435,39.0625,21.942857,11.173184,35.282121,17.377049,19.314642,19.098923,22.44898,54.166667,26.984127,32.727273,11.697656,1.214455,5.791379,45.255677,13.167702,20.56954,11.910215,C1
10.869565,75,34.514286,35.75419,66.281441,55.409836,34.423676,4.505387,51.785714,60,90.47619,25.454545,32.177826,25.7109,34.254689,31.013476,26.304348,52.962115,12.459918,C1
8.695652,45.3125,75.428571,50.27933,35.146159,57.377049,18.691589,19.784525,59.183673,56.944444,52.380952,25.454545,2.967066,8.945498,64.445541,39.643714,40.372671,17.54386,16.063521,C1
65.217391,62.5,50.857143,51.955307,44.255608,29.508197,13.707165,2.938296,100,46.111111,22.222222,12.727273,16.363367,23.672986,32.576505,9.811704,4.347826,11.645055,21.6827,C1
30.434783,75,72.342857,87.150838,13.664174,46.721311,7.009346,0.881489,12.244898,29.722222,15.873016,7.272727,2.920087,9.71564,1.809806,13.697619,20.496894,8.466819,17.269812,C1
56.521739,67.1875,64.114286,44.692737,39.089055,30.819672,36.137072,2.44858,38.77551,18.888889,4.761905,3.636364,14.714173,10.953791,12.981244,9.61787,3.726708,9.687262,2.885937,C1
23.913043,60.9375,53.828571,39.664804,32.834806,37.213115,5.451713,4.701273,51.020408,35.277778,9.52381,18.181818,3.337949,29.721564,35.867062,22.447849,8.074534,5.441139,12.582074,C1
52.173913,59.375,60.571429,35.195531,29.095853,27.540984,23.05296,4.3095,18.367347,43.333333,30.15873,23.636364,10.755613,8.613744,3.553801,9.460956,6.832298,16.348843,1.939227,C1
76.086957,65.625,70.857143,29.050279,40.244731,14.262295,26.323988,4.113614,59.183673,43.333333,25.396825,14.545455,16.07655,6.172986,1.941428,8.288721,0.621118,7.856598,1.969766,C1
56.521739,75,56.8,36.312849,36.369816,21.311475,19.003115,4.60333,55.102041,45.833333,38.095238,18.181818,13.636139,7.938389,16.765383,11.45468,2.484472,14.51818,2.244617,C1
30.434783,67.1875,49.371429,51.955307,26.104691,18.360656,28.971963,4.89716,61.479592,44.722222,36.507937,18.181818,20.386213,54.709716,4.590326,12.599225,7.453416,19.069413,12.856925,C1
32.608696,76.5625,50.171429,62.011173,23.24949,20,17.445483,4.015671,55.102041,48.611111,36.507937,10.909091,4.366532,10.337678,18.887792,21.229463,8.695652,10.297483,5.145824,C1
26.086957,57.8125,55.428571,51.396648,57.03603,17.213115,28.816199,15.96474,30.612245,46.111111,42.857143,40,24.90357,59.946682,15.712405,24.681558,11.180124,28.273583,7.298824,C1
8.695652,53.125,46.285714,53.072626,33.378654,40,17.757009,10.186092,55.102041,32.5,15.873016,30.909091,27.611018,22.778436,47.663705,33.108732,12.42236,17.289601,12.566804,C1
36.956522,70.3125,69.828571,40.782123,22.773623,8.688525,10.436137,3.232125,59.438776,36.944444,20.634921,10.909091,8.025912,0.562796,18.361303,13.180727,8.695652,35.697941,5.191632,C1
4.347826,64.0625,64.8,37.988827,39.089055,46.885246,12.305296,6.268364,55.102041,67.5,12.698413,21.818182,3.192068,9.2891,7.535373,27.709064,57.763975,17.54386,98.167659,C1
4.347826,40.625,62.285714,52.513966,73.895309,67.540984,17.757009,26.150833,14.285714,46.111111,17.460317,20,6.722876,14.401659,28.249424,52.233709,32.919255,16.348843,43.35013,C1
76.086957,65.625,67.428571,27.932961,40.244731,14.262295,26.323988,4.799216,55.102041,40.555556,25.396825,14.545455,17.540303,12.78436,6.712734,8.860993,0.621118,9.07704,1.282639,C1
45.652174,39.0625,60.685714,38.547486,40.244731,33.442623,47.975078,8.716944,38.77551,56.944444,20.634921,21.818182,1.315399,29.50237,34.61665,24.118516,6.21118,3.635901,12.582074,C1
10.869565,54.6875,22.742857,49.72067,47.246771,40.163934,28.34891,7.247796,51.020408,8.333333,17.460317,30.909091,8.058056,29.182464,50.773281,29.112055,22.360248,21.73913,15.208429,C1
58.695652,65.625,49.828571,16.759777,31.067301,27.377049,20.404984,3.819785,38.77551,65,49.206349,40,0.450005,4.851896,0.098717,12.977663,4.968944,11.390796,4.687739,C1
45.652174,54.6875,55.657143,49.72067,52.209381,50.983607,19.937695,1.665034,59.183673,56.666667,12.698413,21.818182,8.681139,14.158768,5.824284,9.959387,40.993789,20.696669,100,C1
45.652174,76.5625,79.085714,72.067039,23.317471,34.098361,8.566978,6.170421,63.265306,29.722222,23.809524,16.363636,4.937692,8.062796,4.590326,9.433266,1.863354,7.856598,3.511987,C1
30.434783,62.5,33.6,24.022346,59.755269,6.065574,42.834891,11.94907,57.142857,24.444444,22.222222,20,4.279992,3.566351,21.010201,31.585749,19.254658,28.273583,8.99374,C1
15.217391,51.5625,66.971429,31.284916,31.883073,14.918033,11.52648,9.990206,51.020408,35.277778,19.047619,18.181818,2.643161,19.656398,14.906219,32.278014,8.074534,16.933638,15.620705,C1
30.434783,73.4375,68,37.430168,42.352141,6.065574,17.601246,6.268364,55.102041,35.277778,22.222222,21.818182,2.657996,5.580569,18.361303,20.65719,13.043478,31.477244,5.237441,C1
34.782609,48.4375,60,6.703911,40.244731,24.098361,47.975078,4.407444,71.428571,67.5,25.396825,25.454545,2.096726,74.851896,9.213557,4.430497,5.590062,8.466819,11.192548,C1
34.782609,56.25,69.714286,59.217877,32.834806,26.065574,5.451713,5.093046,38.77551,51.388889,28.571429,23.636364,2.252497,51.143365,10.348799,12.977663,8.695652,17.137046,15.620705,C1
45.652174,53.125,74.057143,59.217877,40.244731,81.803279,26.323988,2.350637,59.183673,65,20.634921,14.545455,4.015429,79.626777,1.168147,8.907144,5.590062,6.661581,9.864101,C1
78.26087,68.75,53.6,54.748603,9.17743,14.590164,7.009346,1.665034,55.102041,56.944444,36.507937,16.363636,2.37118,2.772512,1.809806,4.744323,4.347826,19.374523,16.826996,C1
8.695652,53.125,47.085714,54.189944,38.341264,35.409836,14.174455,9.892262,30.612245,51.388889,20.634921,23.636364,11.0721,22.956161,13.557091,38.489939,26.086957,15.738622,41.746832,C1
56.521739,59.375,56.8,33.519553,39.089055,30.655738,45.327103,2.546523,55.102041,61.944444,4.761905,3.636364,5.093463,14.64455,12.421849,7.467233,5.590062,16.882787,4.107497,C1
43.478261,54.6875,68,79.329609,54.860639,45.901639,23.05296,7.247796,46.938776,51.388889,26.984127,21.818182,12.300959,4.905213,7.897335,7.245708,6.832298,24.205441,5.115285,C1
23.913043,67.1875,83.2,47.486034,22.773623,34.754098,24.766355,2.644466,30.612245,59.444444,57.142857,29.090909,10.99545,5.811611,0.098717,25.632269,17.391304,47.876939,25.744388,C1
63.043478,54.6875,65.942857,41.340782,39.42896,26.065574,16.510903,10.479922,38.77551,29.722222,31.746032,25.454545,4.690436,6.528436,26.834485,15.765184,4.968944,8.466819,2.320965,C1
13.043478,39.0625,76.342857,43.575419,23.24949,35.57377,22.58567,14.397649,59.183673,43.333333,26.984127,18.181818,3.211848,1.866114,51.727542,45.966402,60.869565,18.154081,17.376699,C1
23.913043,40.625,31.885714,10.055866,15.363698,10.163934,24.766355,5.680705,22.44898,53.888889,20.634921,25.454545,32.551182,2.867299,0.674564,25.318442,12.42236,13.907958,6.550618,C1
8.695652,60.9375,73.942857,28.49162,37.117607,23.442623,8.099688,24.877571,46.938776,70.277778,25.396825,21.818182,8.406686,16.32109,10.924646,41.452834,37.888199,14.263921,16.582684,C1
21.73913,59.375,73.942857,50.837989,38.00136,22.295082,15.88785,8.912831,34.693878,56.944444,34.920635,21.818182,9.230046,11.273697,9.789404,34.807089,14.906832,12.22985,9.497633,C1
43.478261,23.4375,7.885714,67.039106,73.351462,70.491803,30.996885,31.537708,46.938776,75.833333,23.809524,23.636364,15.144397,0.059242,58.193485,29.83201,16.149068,8.466819,19.987784,C1
26.086957,64.0625,82.171429,74.301676,38.341264,35.901639,19.937695,6.953967,51.020408,48.611111,58.730159,25.454545,18.494709,4.022512,13.063508,20.371054,2.484472,3.02568,5.145824,C1
52.173913,57.8125,64.571429,36.871508,18.694765,27.704918,22.11838,4.211557,18.367347,43.333333,30.15873,25.454545,16.148254,31.232227,2.928595,9.460956,5.590062,13.907958,2.198809,C1
67.391304,54.6875,76.457143,58.100559,40.244731,19.672131,26.323988,0.685602,55.102041,59.444444,20.634921,12.727273,3.466522,26.214455,9.049029,0,2.484472,9.687262,17.086578,C1
58.695652,82.8125,76.571429,75.418994,27.124405,33.770492,9.345794,1.175318,71.428571,83.611111,31.746032,20,4.564336,1.966825,2.385653,8.860993,3.726708,14.314772,7.176668,C1
30.434783,65.625,62.4,35.195531,47.790619,5.245902,24.299065,6.072478,51.020408,32.5,22.222222,21.818182,3.389872,5.580569,17.834814,23.537013,10.559006,39.333842,6.214689,C1
13.043478,40.625,58.971429,45.251397,51.053705,9.016393,2.647975,5.484819,59.183673,43.333333,11.111111,12.727273,2.096726,21.830569,14.412636,13.079195,22.981366,8.466819,77.859215,C1
23.913043,46.875,69.714286,45.810056,45.615228,21.639344,12.616822,9.010774,38.77551,48.611111,30.15873,25.454545,2.80635,22.369668,8.654163,17.085102,13.664596,21.73913,11.14674,C1
56.521739,65.625,64.457143,56.98324,17.335146,23.278689,5.919003,2.938296,59.183673,56.944444,15.873016,10.909091,2.645633,10.094787,0.098717,21.515599,2.484472,16.882787,5.451214,C1
50,51.5625,61.485714,49.72067,21.685928,35.737705,11.52648,4.799216,38.77551,46.111111,20.634921,25.454545,4.289882,11.013033,4.656137,9.17482,7.670807,23.59522,1.618568,C1
45.652174,65.625,79.428571,56.424581,37.457512,24.098361,8.255452,5.093046,51.020408,48.611111,25.396825,18.181818,8.406686,8.649289,1.233959,16.457449,15.52795,100,48.236372,C1
32.608696,75,45.142857,59.217877,23.24949,19.836066,17.445483,3.721841,55.102041,43.333333,38.095238,10.909091,8.757789,10.337678,18.361303,15.479047,9.937888,19.476227,5.87876,C1
47.826087,37.5,12.342857,12.849162,35.146159,29.836066,28.816199,13.026445,46.938776,59.444444,22.222222,23.636364,3.459104,11.226303,52.796973,34.179435,4.968944,11.79761,9.467094,C1
15.217391,62.5,82.742857,55.307263,15.907546,32.295082,16.978193,6.856024,38.77551,59.444444,4.761905,0,2.645633,28.767773,6.367226,23.41702,24.223602,24.815662,13.192854,C1
13.043478,71.875,70.057143,39.106145,40.992522,40,14.641745,10.773751,59.183673,29.722222,25.396825,23.636364,14.303729,3.720379,25.748602,22.383238,13.664596,16.933638,3.695221,C1
23.913043,65.625,89.142857,44.692737,17.335146,34.262295,24.766355,2.840353,38.77551,59.444444,55.555556,29.090909,10.99545,5.811611,7.436657,15.820565,15.52795,52.046784,79.691556,C1
34.782609,57.8125,54.171429,41.899441,27.124405,56.393443,17.601246,21.841332,51.020408,24.444444,20.634921,14.545455,5.66215,8.317536,1.809806,31.761122,15.52795,22.2985,6.291037,C1
58.695652,46.875,3.542857,28.49162,50.509857,56.721311,25.856698,29.285015,38.77551,67.5,57.142857,34.545455,45.171101,2.085308,30.306022,23.730847,5.590062,26.392067,4.168575,C1
39.130435,42.1875,84.342857,64.804469,7.74983,9.016393,4.361371,2.546523,30.612245,48.611111,14.285714,7.272727,5.387697,2.026066,2.385653,9.027137,17.391304,18.764302,2.443121,C1
43.478261,65.625,26.057143,21.22905,48.878314,13.114754,21.495327,11.753183,42.857143,29.722222,36.507937,21.818182,43.155969,5.479858,15.185916,14.611409,2.484472,10.831426,7.527867,C1
13.043478,76.5625,57.714286,36.312849,35.825969,6.557377,40.186916,6.953967,51.785714,30.555556,28.571429,21.818182,13.636139,32.511848,42.727871,24.395422,19.565217,36.918383,11.299435,C1
23.913043,53.125,30.171429,14.52514,15.363698,9.016393,24.766355,17.629775,22.44898,53.888889,19.047619,25.454545,34.472357,2.103081,4.656137,64.2422,71.428571,29.392321,19.331196,C1
13.043478,42.1875,75.428571,46.927374,23.24949,35.901639,19.470405,11.263467,51.020408,48.611111,26.984127,20,3.459104,4.300948,46.972688,42.228171,39.130435,14.51818,10.749733,C1
47.826087,62.5,75.314286,59.776536,17.878994,38.360656,18.691589,5.484819,43.367347,21.666667,28.571429,16.363636,7.402829,8.193128,13.063508,12.313088,2.484472,10.297483,4.122767,C1
2.173913,57.8125,59.542857,67.039106,52.073419,24.098361,19.781931,10.479922,51.020408,48.611111,19.047619,21.818182,44.397191,49.188389,14.659427,28.133653,52.795031,9.687262,45.640556,C1
23.913043,51.5625,36.685714,13.96648,0,9.508197,20.404984,4.89716,30.612245,70.277778,19.047619,25.454545,32.825635,1.368483,1.233959,28.161344,14.906832,10.882278,11.864407,C1
34.782609,68.75,86.171429,84.916201,17.878994,25.57377,33.64486,2.15475,75.510204,91.944444,9.52381,7.272727,7.583325,9.336493,1.233959,20.574119,11.180124,9.50928,8.718888,C1
58.695652,68.75,80.342857,66.480447,30.931339,14.754098,9.345794,1.371205,51.020408,62.222222,19.047619,10.909091,2.645633,0.231043,0.098717,25.632269,3.726708,15.128401,2.519469,C1
17.391304,54.6875,65.828571,55.307263,33.378654,30.491803,25.389408,12.634672,42.857143,35.277778,17.460317,16.363636,5.098408,22.079384,54.919381,38.489939,16.149068,13.323163,19.941976,C1
39.130435,78.125,90.857143,59.217877,52.209381,31.639344,19.937695,2.938296,87.755102,70.277778,36.507937,45.454545,5.387697,18.430095,2.945048,24.367731,8.695652,39.333842,23.957856,C1
60.869565,76.5625,46.057143,40.782123,19.510537,13.442623,23.05296,3.330069,51.020408,21.666667,25.396825,20,4.015429,9.03436,1.809806,7.467233,3.726708,15.128401,16.231486,C1
45.652174,67.1875,48.685714,41.899441,15.363698,27.868852,0.46729,4.505387,71.428571,67.5,30.15873,16.363636,19.107902,8.915877,95.245146,41.766661,6.832298,16.882787,24.064743,C1
6.521739,53.125,62.628571,50.837989,40.924541,38.032787,23.208723,20.274241,38.77551,56.666667,15.873016,14.545455,6.317377,29.952607,36.377098,33.02566,42.857143,11.492499,64.727439,C1
58.695652,54.6875,49.714286,31.843575,14.887831,22.786885,12.616822,1.958864,55.102041,65,34.920635,30.909091,7.034418,1.765403,0.098717,1.901421,3.10559,20.56954,2.824859,C1
8.695652,79.6875,68.914286,74.860335,52.209381,17.377049,19.937695,5.582762,59.183673,60.833333,19.047619,21.818182,83.572347,50.219194,14.116486,21.810965,29.813665,41.13908,26.034509,C1
56.521739,64.0625,62.285714,39.106145,38.409245,30,29.439252,3.134182,55.102041,16.111111,4.761905,3.636364,14.714173,10.278436,9.032577,6.85804,6.21118,13.323163,2.687433,C1
8.695652,54.6875,75.085714,70.949721,52.209381,38.196721,20.404984,11.165524,51.020408,35.277778,23.809524,20,7.894867,23.104265,37.956565,42.514307,20.496894,9.07704,34.341121,C1
6.521739,48.4375,58.628571,54.189944,53.840925,45.737705,44.23676,28.20764,38.77551,54.166667,23.809524,30.909091,7.981406,28.347156,25.929582,47.101717,40.993789,14.51818,43.65552,C1
8.695652,51.5625,75.085714,68.715084,52.209381,38.688525,20.404984,21.057786,51.020408,35.277778,23.809524,20,11.346553,19.543839,44.85028,64.952926,47.826087,20.696669,48.999847,C1
67.391304,54.6875,75.085714,38.547486,13.732155,34.590164,11.52648,3.623898,46.938776,56.944444,11.111111,7.272727,2.096726,13.696682,0.098717,8.547166,2.484472,13.907958,8.825775,C1
23.913043,73.4375,56.914286,55.307263,16.247451,24.590164,21.183801,4.407444,63.265306,65.277778,22.222222,20,14.612798,10.023697,26.834485,17.777368,9.937888,10.297483,8.779966,C1
34.782609,71.875,81.485714,81.564246,37.117607,34.918033,10.436137,6.268364,69.387755,52.777778,30.15873,14.545455,5.936604,1.854265,1.809806,9.811704,8.074534,14.263921,13.803634,C1
67.391304,46.875,19.885714,16.759777,14.276003,14.42623,0,5.190989,38.77551,70.277778,19.047619,23.636364,2.920087,28.96327,2.945048,10.762415,4.968944,6.05136,6.413193,C1
23.913043,46.875,67.428571,47.486034,55.948334,20.491803,12.616822,10.871694,38.77551,51.388889,28.571429,25.454545,3.634655,0.011848,11.500494,20.887945,12.42236,21.73913,18.537181,C1
13.043478,70.3125,70.057143,69.832402,47.246771,39.836066,15.732087,10.381978,51.020408,21.666667,25.396825,25.454545,11.838592,7.719194,23.659098,19.789551,13.664596,14.51818,4.779356,C1
39.130435,71.875,78.742857,67.039106,52.209381,31.803279,19.937695,1.567091,91.836735,67.5,36.507937,23.636364,4.564336,15.308057,2.385653,15.820565,9.31677,32.67226,28.813559,C1
56.521739,60.9375,68.8,17.877095,33.650578,39.016393,25.700935,9.010774,51.020408,40.555556,17.460317,21.818182,0,0.776066,7.897335,1.402991,4.347826,15.738622,3.695221,C1
21.73913,62.5,79.885714,78.77095,18.966689,33.114754,26.94704,2.644466,75.510204,86.388889,14.285714,9.090909,7.526456,10.349526,2.385653,19.937235,19.875776,9.50928,15.78867,C1
39.130435,60.9375,63.314286,29.050279,40.244731,0,47.975078,3.819785,38.77551,29.722222,48.412698,16.363636,3.466522,28.856635,6.959526,7.78106,5.590062,5.441139,10.917697,C1
67.391304,53.125,71.2,57.541899,40.244731,19.672131,26.323988,0.685602,55.102041,67.5,20.634921,14.545455,2.096726,26.949052,9.049029,3.802843,5.590062,16.933638,17.208734,C1
60.869565,64.0625,56.8,44.692737,29.979606,29.836066,13.707165,3.134182,34.693878,24.166667,4.761905,3.636364,1.018693,15.781991,10.727213,5.325826,1.863354,11.492499,2.443121,C1
15.217391,53.125,72.114286,91.061453,32.834806,45.901639,5.451713,11.557297,51.020408,38.055556,26.984127,27.272727,1.560182,27.464455,11.286607,22.789367,14.906832,33.282482,27.347687,C1
60.869565,73.4375,51.085714,77.094972,6.594154,19.836066,28.34891,4.113614,55.102041,37.777778,28.571429,20,4.838789,4.300948,1.233959,5.916559,2.484472,18.154081,7.711101,C1
8.695652,51.5625,84.685714,69.273743,52.209381,38.196721,17.757009,9.402547,51.020408,35.277778,22.222222,20,4.937692,23.67891,35.850609,42.228171,21.73913,10.602593,31.745305,C1
26.086957,46.875,58.857143,30.726257,56.560163,40.491803,36.292835,6.75808,30.612245,27.222222,53.968254,38.181818,14.800712,6.694313,12.882527,36.108547,9.937888,24.205441,6.672774,C1
56.521739,45.3125,34.171429,53.631285,34.194426,21.147541,14.797508,9.20666,42.857143,54.166667,25.396825,9.090909,3.192068,65.882701,8.654163,19.300351,6.21118,16.781083,36.478852,C1
78.26087,54.6875,66.628571,49.72067,23.24949,29.836066,27.725857,2.44858,63.265306,54.166667,53.968254,25.454545,0.998912,17.280806,0.674564,6.645745,0.621118,11.772184,16.155138,C1
10.869565,76.5625,70.285714,57.541899,48.878314,35.409836,8.411215,16.944172,55.102041,27.222222,23.809524,23.636364,5.924241,15.704976,32.13228,11.45468,19.875776,18.154081,21.423118,C1
41.304348,87.5,91.314286,69.832402,54.316791,34.098361,18.068536,5.093046,51.020408,67.5,46.031746,34.545455,7.034418,4.905213,7.502468,22.152483,12.42236,18.611747,4.000611,C1
71.73913,51.5625,46.285714,25.139665,40.244731,39.344262,26.323988,4.3095,38.77551,42.222222,11.111111,29.090909,6.56216,34.087678,8.473182,15.737493,1.863354,6.661581,1.969766,C1
39.130435,51.5625,83.085714,63.687151,33.650578,30,40.186916,4.505387,63.265306,41.944444,31.746032,27.272727,8.082781,3.151659,16.370517,13.919143,0.621118,7.271803,2.534738,C1
8.695652,48.4375,60.114286,47.486034,55.948334,40.491803,11.05919,18.70715,51.020408,21.666667,23.809524,30.909091,2.373652,22.369668,22.589668,36.283921,27.950311,34.502924,39.838143,C1
34.782609,56.25,4,24.022346,35.825969,36.885246,14.797508,6.660137,30.612245,21.666667,20.634921,18.181818,34.74681,1.623223,4.67259,7.78106,32.515528,16.399695,79.233471,C1
21.73913,56.25,58.628571,43.01676,33.378654,27.868852,17.757009,22.820764,42.857143,40.555556,46.031746,18.181818,10.953417,38.773697,53.849951,46.252538,36.645963,12.712942,32.20339,C1
13.043478,43.75,16.914286,10.055866,46.430999,41.47541,23.676012,29.970617,34.693878,37.777778,31.746032,58.181818,41.054297,25.61019,25.732149,89.551412,47.826087,12.001017,30.447397,C1
82.608696,78.125,40.114286,11.173184,95.10537,12.131148,34.735202,9.794319,51.020408,21.666667,33.333333,21.818182,16.321333,3.258294,19.957223,11.740816,4.347826,10.882278,2.030844,C1
23.913043,60.9375,66.057143,33.519553,32.834806,36.721311,5.451713,4.89716,34.693878,40.555556,31.746032,18.181818,1.315399,12.00237,42.086213,33.441019,11.801242,32.062039,15.101542,C1
56.521739,53.125,74.171429,40.223464,31.475187,32.295082,22.58567,1.273262,42.857143,54.166667,28.571429,10.909091,4.838789,28.75,10.941099,5.381207,6.21118,26.392067,5.909299,C1
10.869565,57.8125,45.371429,41.899441,49.422162,39.672131,28.34891,7.933399,59.183673,16.388889,15.873016,30.909091,8.57482,20.343602,30.898322,29.112055,15.52795,18.154081,10.856619,C1
56.521739,60.9375,71.428571,41.899441,26.03671,43.278689,33.64486,6.562194,14.285714,50,11.111111,12.727273,2.920087,2.079384,2.336295,8.390253,2.484472,15.128401,2.320965,C1
30.434783,64.0625,64.457143,61.452514,46.702923,37.704918,27.570093,4.505387,10.204082,51.388889,42.857143,21.818182,14.058946,4.478673,17.834814,11.159313,5.590062,15.433511,6.168881,C1
45.652174,60.9375,73.6,40.782123,9.925221,7.04918,4.82866,1.567091,30.612245,100,22.222222,14.545455,3.740975,6.386256,10.315893,6.331918,6.832298,43.579964,3.206596,C1
56.521739,73.4375,50.171429,18.994413,34.330387,31.639344,21.495327,2.44858,42.857143,56.944444,23.809524,16.363636,8.132232,2.103081,0.098717,18.035813,6.832298,15.026697,2.595816,C1
45.652174,64.0625,67.771429,43.575419,15.431679,6.393443,8.255452,2.056807,95.918367,91.944444,26.984127,14.545455,3.192068,6.386256,10.315893,7.282629,6.832298,16.933638,3.176057,C1
32.608696,60.9375,70.057143,82.681564,28.755948,52.295082,25.700935,3.819785,30.612245,35.277778,3.174603,9.090909,2.104144,0.56872,4.508062,7.458003,11.801242,29.672006,8.337151,C1
30.434783,60.9375,38.285714,45.810056,26.03671,26.065574,91.121495,14.10382,42.857143,2.777778,23.809524,34.545455,24.114825,64.123223,44.060546,44.009599,27.950311,29.392321,12.39884,C1
47.826087,70.3125,79.542857,74.860335,37.117607,34.42623,27.41433,3.623898,75.510204,67.5,14.285714,14.545455,0.175551,5.236967,0.098717,25.946096,16.149068,12.712942,6.917087,C1
34.782609,56.25,75.657143,48.603352,32.019035,27.540984,14.797508,6.660137,34.693878,18.888889,15.873016,16.363636,2.37118,13.412322,3.520895,9.027137,9.937888,26.6209,24.935105,C1
63.043478,57.8125,56.914286,40.223464,12.440517,18.52459,3.738318,4.113614,51.020408,46.111111,17.460317,12.727273,1.547819,9.851896,0.098717,10.762415,4.347826,21.789982,11.940754,C1
30.434783,39.0625,77.942857,67.039106,8.42964,15.57377,20.404984,0.587659,46.938776,32.5,20.634921,9.090909,5.113243,15.28436,4.096742,11.519291,23.602484,14.51818,3.328752,C1
17.391304,42.1875,74.742857,32.402235,19.782461,7.540984,4.82866,8.325171,30.612245,46.111111,7.936508,9.090909,5.936604,37.654028,10.348799,33.856378,17.391304,0.610221,20.674912,C1
34.782609,65.625,76.457143,62.011173,26.376615,14.42623,10.436137,3.036239,55.102041,86.388889,17.460317,21.818182,1.273366,5.580569,32.576505,29.112055,8.695652,30.256801,26.248282,C1
21.73913,56.25,78.628571,51.955307,36.913664,22.295082,15.88785,9.010774,34.693878,46.111111,34.920635,21.818182,8.955593,11.74763,8.654163,39.560642,13.664596,12.22985,9.58925,C1
10.869565,73.4375,70.285714,55.865922,46.091094,35.57377,7.009346,17.629775,51.020408,35.277778,25.396825,23.636364,4.445653,16.504739,35.850609,36.763891,14.906832,19.374523,23.759353,C1
